name,class,confidence,box,path
M,1,0.90975,"{'x1': 88.59222, 'y1': 0.0, 'x2': 704.25336, 'y2': 594.27783}",E:\00learning\00test\01chenliang200\1659_20250516_172554.jpg
C,0,0.94371,"{'x1': 96.25323, 'y1': 0.0, 'x2': 700.6073, 'y2': 588.5116}",E:\00learning\00test\01chenliang200\1660_20250516_193058.jpg
M,1,0.93163,"{'x1': 91.09637, 'y1': 0.0, 'x2': 704.68378, 'y2': 588.52277}",E:\00learning\00test\01chenliang200\1662_20250516_222031.jpg
M,1,0.90883,"{'x1': 83.87109, 'y1': 0.0, 'x2': 701.68335, 'y2': 593.10803}",E:\00learning\00test\01chenliang200\1663_20250516_205245.jpg
C,0,0.82119,"{'x1': 92.69531, 'y1': 0.0, 'x2': 703.17993, 'y2': 589.52698}",E:\00learning\00test\01chenliang200\1667_20250516_231845.jpg
M,1,0.91701,"{'x1': 89.83038, 'y1': 0.0, 'x2': 700.61865, 'y2': 591.68018}",E:\00learning\00test\01chenliang200\1673_20250516_155601.jpg
M,1,0.92876,"{'x1': 87.20929, 'y1': 0.0, 'x2': 700.50653, 'y2': 586.06879}",E:\00learning\00test\01chenliang200\1676_20250516_163359.jpg
M,1,0.92279,"{'x1': 93.45331, 'y1': 0.0, 'x2': 709.91321, 'y2': 588.5495}",E:\00learning\00test\01chenliang200\1677_20250516_155436.jpg
M,1,0.91381,"{'x1': 88.26685, 'y1': 0.0, 'x2': 704.92157, 'y2': 587.99036}",E:\00learning\00test\01chenliang200\1678_20250516_194527.jpg
C,0,0.9499,"{'x1': 93.07605, 'y1': 0.0, 'x2': 700.01062, 'y2': 586.78064}",E:\00learning\00test\01chenliang200\1681_20250516_175353.jpg
M,1,0.91794,"{'x1': 90.50903, 'y1': 0.0, 'x2': 705.96802, 'y2': 588.04645}",E:\00learning\00test\01chenliang200\1685_20250516_163858.jpg
M,1,0.92884,"{'x1': 87.86938, 'y1': 0.0, 'x2': 700.98792, 'y2': 589.49933}",E:\00learning\00test\01chenliang200\1693_20250516_214107.jpg
M,1,0.9409,"{'x1': 93.0918, 'y1': 0.0, 'x2': 702.80859, 'y2': 585.10034}",E:\00learning\00test\01chenliang200\1703_20250516_221207.jpg
M,1,0.93412,"{'x1': 92.80963, 'y1': 0.0, 'x2': 706.35272, 'y2': 587.0296}",E:\00learning\00test\01chenliang200\1706_20250516_202356.jpg
M,1,0.53054,"{'x1': 98.00232, 'y1': 0.0, 'x2': 705.57825, 'y2': 585.6803}",E:\00learning\00test\01chenliang200\1714_20250516_175634.jpg
C,0,0.51304,"{'x1': 91.65161, 'y1': 0.0, 'x2': 701.45251, 'y2': 588.5802}",E:\00learning\00test\01chenliang200\1714_20250516_175634.jpg
M,1,0.92229,"{'x1': 83.30859, 'y1': 0.0, 'x2': 702.35828, 'y2': 590.96216}",E:\00learning\00test\01chenliang200\1715_20250516_164810.jpg
M,1,0.91347,"{'x1': 97.12628, 'y1': 0.0, 'x2': 702.8606, 'y2': 585.19897}",E:\00learning\00test\01chenliang200\1716_20250516_210516.jpg
M,1,0.7993,"{'x1': 97.82874, 'y1': 0.0, 'x2': 711.1156, 'y2': 586.18323}",E:\00learning\00test\01chenliang200\1720_20250516_201759.jpg
M,1,0.85014,"{'x1': 85.39819, 'y1': 0.0, 'x2': 702.32214, 'y2': 587.19189}",E:\00learning\00test\01chenliang200\1726_20250516_161030.jpg
S,2,0.53242,"{'x1': 76.76874, 'y1': 0.0, 'x2': 702.04675, 'y2': 592.66479}",E:\00learning\00test\01chenliang200\1726_20250516_161030.jpg
M,1,0.91612,"{'x1': 86.89471, 'y1': 0.0, 'x2': 707.75159, 'y2': 587.02454}",E:\00learning\00test\01chenliang200\1731_20250516_222550.jpg
M,1,0.92629,"{'x1': 88.96954, 'y1': 0.0, 'x2': 705.22394, 'y2': 590.11243}",E:\00learning\00test\01chenliang200\1736_20250516_161251.jpg
M,1,0.91959,"{'x1': 87.63782, 'y1': 0.0, 'x2': 704.7605, 'y2': 591.94836}",E:\00learning\00test\01chenliang200\1737_20250516_232657.jpg
M,1,0.89698,"{'x1': 78.46967, 'y1': 0.0, 'x2': 705.75403, 'y2': 585.34094}",E:\00learning\00test\01chenliang200\1738_20250516_205412.jpg
M,1,0.93131,"{'x1': 89.60199, 'y1': 0.0, 'x2': 699.8642, 'y2': 587.83698}",E:\00learning\00test\01chenliang200\1739_20250516_225538.jpg
M,1,0.92922,"{'x1': 91.11218, 'y1': 0.0, 'x2': 706.69421, 'y2': 590.70563}",E:\00learning\00test\01chenliang200\1745_20250516_233201.jpg
M,1,0.91346,"{'x1': 81.03058, 'y1': 0.0, 'x2': 702.42175, 'y2': 590.6394}",E:\00learning\00test\01chenliang200\1747_20250516_200659.jpg
M,1,0.89319,"{'x1': 87.50476, 'y1': 0.0, 'x2': 704.31824, 'y2': 591.10114}",E:\00learning\00test\01chenliang200\1751_20250516_163800.jpg
C,0,0.93663,"{'x1': 94.13818, 'y1': 0.0, 'x2': 702.64417, 'y2': 584.91425}",E:\00learning\00test\01chenliang200\1752_20250516_162909.jpg
M,1,0.91043,"{'x1': 90.1897, 'y1': 0.0, 'x2': 706.0647, 'y2': 596.45337}",E:\00learning\00test\01chenliang200\1755_20250516_224600.jpg
M,1,0.81879,"{'x1': 97.72058, 'y1': 0.0, 'x2': 734.59131, 'y2': 586.85944}",E:\00learning\00test\01chenliang200\1758_20250516_222438.jpg
M,1,0.9358,"{'x1': 88.21204, 'y1': 0.0, 'x2': 705.60376, 'y2': 588.16937}",E:\00learning\00test\01chenliang200\1761_20250516_231152.jpg
M,1,0.93829,"{'x1': 85.74768, 'y1': 0.0, 'x2': 703.10364, 'y2': 586.25012}",E:\00learning\00test\01chenliang200\1763_20250516_200128.jpg
M,1,0.89863,"{'x1': 91.24524, 'y1': 0.0, 'x2': 705.35913, 'y2': 590.42004}",E:\00learning\00test\01chenliang200\1765_20250516_235057.jpg
M,1,0.63028,"{'x1': 98.11829, 'y1': 0.0, 'x2': 707.43811, 'y2': 585.96399}",E:\00learning\00test\01chenliang200\1768_20250516_210838.jpg
M,1,0.91948,"{'x1': 91.34741, 'y1': 0.0, 'x2': 701.9425, 'y2': 588.55005}",E:\00learning\00test\01chenliang200\1769_20250516_235334.jpg
M,1,0.85384,"{'x1': 85.39252, 'y1': 0.0, 'x2': 705.72266, 'y2': 591.82953}",E:\00learning\00test\01chenliang200\1775_20250516_161418.jpg
S,2,0.37764,"{'x1': 76.20447, 'y1': 0.0, 'x2': 707.81836, 'y2': 596.87463}",E:\00learning\00test\01chenliang200\1775_20250516_161418.jpg
M,1,0.81625,"{'x1': 83.20178, 'y1': 0.0, 'x2': 700.55042, 'y2': 583.69678}",E:\00learning\00test\01chenliang200\1776_20250516_203343.jpg
M,1,0.89225,"{'x1': 85.38696, 'y1': 0.0, 'x2': 702.23926, 'y2': 593.72247}",E:\00learning\00test\01chenliang200\1778_20250516_190354.jpg
M,1,0.92903,"{'x1': 90.18317, 'y1': 0.0, 'x2': 702.65039, 'y2': 583.87262}",E:\00learning\00test\01chenliang200\1779_20250516_204930.jpg
M,1,0.92664,"{'x1': 87.5752, 'y1': 0.0, 'x2': 703.53259, 'y2': 588.88605}",E:\00learning\00test\01chenliang200\1780_20250516_190041.jpg
M,1,0.91982,"{'x1': 90.57172, 'y1': 0.0, 'x2': 708.34949, 'y2': 595.75696}",E:\00learning\00test\01chenliang200\1784_20250516_192322.jpg
M,1,0.92512,"{'x1': 91.06573, 'y1': 0.0, 'x2': 698.51624, 'y2': 592.98096}",E:\00learning\00test\01chenliang200\1787_20250516_205551.jpg
M,1,0.90861,"{'x1': 90.50781, 'y1': 0.0, 'x2': 708.026, 'y2': 587.19739}",E:\00learning\00test\01chenliang200\1788_20250516_171122.jpg
M,1,0.90476,"{'x1': 90.02435, 'y1': 0.0, 'x2': 704.58582, 'y2': 587.42615}",E:\00learning\00test\01chenliang200\1789_20250516_231325.jpg
